;file_name;maleCount;femaleCount;avgMaleAge;avgFemaleAge;nudity;sentiment
80;10095.jpg;0;1;0.0;34.0;0;0.13636363636363635
81;10097.jpg;0;0;0.0;0.0;0;0.25
82;10098.jpg;0;0;0.0;0.0;0;0.26666666666666666
83;10099.jpg;1;0;40.0;0.0;0;0.0
84;101.jpg;1;1;38.0;33.0;0;0.18333333333333335
85;1010.jpg;0;0;0.0;0.0;0;0.18035714285714285
86;10100.jpg;0;0;0.0;0.0;0;-0.1
87;10101.jpg;1;0;83.0;0.0;0;0.06818181818181818
88;10102.jpg;2;0;39.0;0.0;0;0.0
89;10104.jpg;0;1;0.0;57.0;0;0.0
90;10105.jpg;0;0;0.0;0.0;0;0.0
91;10106.jpg;0;1;0.0;10.0;0;0.15333333333333332
92;10107.jpg;0;0;0.0;0.0;0;0.25
93;10108.jpg;0;1;0.0;34.0;0;0.0
94;10109.jpg;1;0;43.0;0.0;0;0.0
95;1011.jpg;1;0;23.0;0.0;0;0.5
96;10111.jpg;0;0;0.0;0.0;0;0.1
97;10112.jpg;3;0;34.0;0.0;0;0.0
98;10113.jpg;3;1;39.66666666666666;40.0;0;0.34285714285714286
99;10114.jpg;1;0;51.0;0.0;0;0.0
100;10115.jpg;0;0;0.0;0.0;0;0.0
101;10116.jpg;0;1;0.0;20.0;0;0.0
102;10117.jpg;0;1;0.0;43.0;1;0.0
103;10118.jpg;1;1;25.0;25.0;1;-0.1375
104;1012.jpg;0;0;0.0;0.0;0;0.7
105;10120.jpg;0;1;0.0;25.0;0;1.0
106;10121.jpg;1;0;27.0;0.0;0;0.0
107;10122.jpg;0;0;0.0;0.0;0;0.022222222222222213
108;10123.jpg;0;0;0.0;0.0;0;-0.058333333333333334
109;10126.jpg;0;1;0.0;43.0;0;-0.7
110;10127.jpg;0;1;0.0;21.0;0;0.16666666666666666
111;10128.jpg;3;0;33.0;0.0;0;0.0
112;10129.jpg;0;0;0.0;0.0;0;-0.041666666666666664
113;1013.jpg;0;0;0.0;0.0;0;0.0
114;10131.jpg;0;4;0.0;43.0;0;1.0
115;10132.jpg;1;0;32.0;0.0;0;0.0
116;10133.jpg;0;0;0.0;0.0;0;-0.15
117;10134.jpg;0;0;0.0;0.0;0;-0.6
118;10135.jpg;0;0;0.0;0.0;0;0.8
119;10136.jpg;1;1;78.0;76.0;0;0.8
120;10137.jpg;0;1;0.0;31.0;0;0.0
121;10138.jpg;1;0;75.0;0.0;0;0.0
122;10139.jpg;0;0;0.0;0.0;0;0.0
123;1014.jpg;0;1;0.0;52.0;0;0.0
124;10140.jpg;1;0;27.0;0.0;0;-0.22499999999999998
125;10141.jpg;1;0;49.0;0.0;0;0.1016971916971917
126;10142.jpg;3;0;47.66666666666666;0.0;0;0.0
127;10143.jpg;1;1;24.0;30.0;0;0.0
128;10144.jpg;0;1;0.0;29.0;0;-0.1875
129;10145.jpg;2;1;51.5;32.0;0;0.0
130;10146.jpg;1;0;46.0;0.0;0;0.0
131;10148.jpg;0;0;0.0;0.0;1;0.13636363636363635
132;10149.jpg;0;0;0.0;0.0;0;-0.07500000000000001
133;1015.jpg;1;0;32.0;0.0;0;0.0
134;10150.jpg;0;1;0.0;32.0;1;0.2833333333333333
135;10151.jpg;1;0;23.0;0.0;1;375
136;10152.jpg;0;1;0.0;43.0;0;0.0
137;10153.jpg;0;0;0.0;0.0;0;0.3033509700176367
138;10154.jpg;0;0;0.0;0.0;0;0.25
139;10155.jpg;1;1;28.0;30.0;0;0.3666666666666667
140;10157.jpg;0;0;0.0;0.0;0;0.0
141;10158.jpg;0;0;0.0;0.0;0;-0.5
142;10159.jpg;0;0;0.0;0.0;0;-625
143;1016.jpg;1;1;41.0;31.0;0;0.0
144;10160.jpg;2;0;31.0;0.0;0;0.0
145;10161.jpg;2;0;40.5;0.0;0;0.0
146;10162.jpg;0;0;0.0;0.0;0;0.19999999999999998
147;10164.jpg;1;0;27.0;0.0;0;0.5
148;10165.jpg;1;0;35.0;0.0;0;0.07500000000000001
149;10166.jpg;0;0;0.0;0.0;0;0.5
150;10167.jpg;0;1;0.0;32.0;1;275
151;10168.jpg;0;0;0.0;0.0;0;0.23958333333333331
152;10169.jpg;1;0;87.0;0.0;0;0.0
153;1017.jpg;1;0;75.0;0.0;0;-0.5
154;10170.jpg;1;0;49.0;0.0;0;0.0
155;10171.jpg;1;0;40.0;0.0;0;0.0
156;10172.jpg;0;4;0.0;50.25;0;0.0
157;10173.jpg;1;1;54.0;51.0;0;-0.5
158;10174.jpg;0;0;0.0;0.0;0;-0.25
159;10175.jpg;1;0;25.0;0.0;0;-0.18333333333333335
160;10176.jpg;0;0;0.0;0.0;0;0.0
161;10177.jpg;0;0;0.0;0.0;0;0.0
162;10178.jpg;0;0;0.0;0.0;1;-0.5571428571428572
163;10179.jpg;0;1;0.0;28.0;0;0.0
164;1018.jpg;2;0;39.5;0.0;0;0.0
165;10180.jpg;1;1;28.0;51.0;0;-0.07499999999999996
166;10181.jpg;0;0;0.0;0.0;0;0.0
167;10182.jpg;3;0;37.333333333333336;0.0;0;0.25
168;10183.jpg;1;0;31.0;0.0;0;-0.012499999999999992
169;10184.jpg;2;0;40.0;0.0;0;0.5
170;10185.jpg;1;0;31.0;0.0;0;0.0
171;10186.jpg;0;0;0.0;0.0;0;-0.4
172;10187.jpg;1;0;30.0;0.0;0;0.0
173;10188.jpg;2;0;48.0;0.0;0;0.24727272727272726
174;10189.jpg;1;1;33.0;25.0;0;-0.44999999999999996
175;1019.jpg;1;0;47.0;0.0;0;125
176;10191.jpg;0;0;0.0;0.0;0;-0.03333333333333333
177;10192.jpg;1;0;57.0;0.0;0;0.0
178;10193.jpg;0;0;0.0;0.0;0;-125
179;10194.jpg;1;0;48.0;0.0;0;-0.2916666666666667
180;10195.jpg;0;0;0.0;0.0;0;0.0
181;10196.jpg;0;0;0.0;0.0;0;0.3041666666666667
182;10197.jpg;0;0;0.0;0.0;0;0.08333333333333333
183;10198.jpg;0;0;0.0;0.0;0;0.0
184;10199.jpg;1;0;26.0;0.0;1;0.0
185;102.jpg;1;0;70.0;0.0;0;0.0
186;1020.jpg;0;0;0.0;0.0;0;-0.6
187;10200.jpg;0;1;0.0;37.0;0;0.35
188;10201.jpg;1;0;42.0;0.0;0;0.7
189;10202.jpg;0;0;0.0;0.0;0;0.35
190;10203.jpg;0;0;0.0;0.0;0;0.0
191;10204.jpg;2;3;33.5;26.666666666666668;0;0.0
192;10205.jpg;1;0;21.0;0.0;0;0.1
193;10206.jpg;2;0;34.0;0.0;0;0.0
194;10207.jpg;0;1;0.0;38.0;0;-0.07142857142857142
195;10208.jpg;0;2;0.0;50.5;0;0.0
196;10209.jpg;1;0;27.0;0.0;0;-0.6
197;1021.jpg;0;1;0.0;20.0;0;0.0
198;10211.jpg;0;1;0.0;34.0;0;0.0
199;10212.jpg;0;0;0.0;0.0;0;0.0
200;10213.jpg;0;2;0.0;47.5;0;-0.1
201;10214.jpg;1;0;24.0;0.0;0;0.0
202;10215.jpg;0;0;0.0;0.0;0;0.4
203;10216.jpg;0;0;0.0;0.0;0;0.2
204;10217.jpg;0;0;0.0;0.0;0;0.0
205;10218.jpg;0;0;0.0;0.0;1;0.0
206;10219.jpg;1;0;36.0;0.0;0;0.36666666666666664
207;1022.jpg;1;1;68.0;51.0;0;0.16
208;10220.jpg;1;0;35.0;0.0;0;0.0
209;10221.jpg;0;1;0.0;44.0;0;-0.5
210;10222.jpg;0;0;0.0;0.0;1;0.15999999999999998
211;10223.jpg;0;0;0.0;0.0;0;0.8
212;10224.jpg;1;3;26.0;28.0;0;0.0
213;10225.jpg;0;2;0.0;20.5;0;0.0
214;10226.jpg;0;1;0.0;58.0;0;-0.4375
215;10227.jpg;0;0;0.0;0.0;0;0.2025
216;10228.jpg;0;0;0.0;0.0;0;-0.06666666666666665
217;10229.jpg;0;0;0.0;0.0;0;0.30000000000000004
218;1023.jpg;0;0;0.0;0.0;0;-0.19999999999999998
219;10230.jpg;0;1;0.0;46.0;0;0.0
220;10232.jpg;0;2;0.0;44.5;1;0.0
221;10233.jpg;0;0;0.0;0.0;0;0.3666666666666667
222;10234.jpg;0;1;0.0;79.0;0;-0.5
223;10235.jpg;0;0;0.0;0.0;0;-0.17793367346938777
224;10237.jpg;4;1;36.75;33.0;0;-0.5453125
225;10238.jpg;1;0;44.0;0.0;0;-0.06666666666666665
226;10239.jpg;0;0;0.0;0.0;0;0.0
227;10240.jpg;0;1;0.0;53.0;0;0.005555555555555536
228;10241.jpg;0;0;0.0;0.0;0;0.11200000000000002
229;10242.jpg;0;1;0.0;42.0;1;0.1375
230;10243.jpg;2;0;24.5;0.0;0;-0.75
231;10244.jpg;1;0;47.0;0.0;0;0.0
232;10245.jpg;2;3;49.0;59.0;0;0.0
233;10246.jpg;0;0;0.0;0.0;0;-0.13333333333333333
234;1025.jpg;1;0;65.0;0.0;0;0.0
235;10250.jpg;2;0;31.0;0.0;0;-0.48828125
236;10251.jpg;0;0;0.0;0.0;0;0.0
237;10253.jpg;1;2;26.0;25.5;0;0.2
238;10254.jpg;0;1;0.0;21.0;0;0.2066666666666667
239;10255.jpg;1;0;29.0;0.0;0;0.25
240;10256.jpg;0;1;0.0;66.0;0;0.0
241;10257.jpg;2;0;29.5;0.0;0;0.0
242;10258.jpg;0;0;0.0;0.0;0;0.1
243;10259.jpg;0;0;0.0;0.0;0;0.0
244;1026.jpg;1;0;49.0;0.0;0;0.0
245;10260.jpg;0;3;0.0;29.0;1;0.0
246;10261.jpg;0;0;0.0;0.0;0;0.0
247;10262.jpg;0;0;0.0;0.0;0;0.0
248;10263.jpg;0;0;0.0;0.0;0;0.0
249;10264.jpg;0;0;0.0;0.0;0;0.2333333333333333
250;10265.jpg;0;0;0.0;0.0;0;-0.8
251;10266.jpg;2;0;39.5;0.0;1;0.25
252;10267.jpg;4;0;59.25;0.0;0;475
253;1027.jpg;0;1;0.0;40.0;0;25
254;10270.jpg;0;0;0.0;0.0;0;0.0
255;10271.jpg;0;2;0.0;39.0;0;0.2
256;10272.jpg;0;1;0.0;27.0;0;0.0
257;10273.jpg;0;2;0.0;37.0;0;0.0
258;10274.jpg;0;0;0.0;0.0;0;-0.20119047619047617
259;10275.jpg;0;0;0.0;0.0;0;0.0
260;10276.jpg;1;0;58.0;0.0;0;0.0
261;10277.jpg;0;2;0.0;26.5;1;0.11818181818181818
262;10278.jpg;1;0;76.0;0.0;0;0.0
263;10279.jpg;0;2;0.0;46.5;0;0.0
264;10280.jpg;0;0;0.0;0.0;0;-0.0625
265;10281.jpg;0;0;0.0;0.0;0;0.0
266;10282.jpg;0;1;0.0;27.0;1;0.0
267;10284.jpg;0;0;0.0;0.0;0;0.0
268;10285.jpg;0;0;0.0;0.0;0;0.25
269;10286.jpg;0;0;0.0;0.0;1;275
270;10287.jpg;0;1;0.0;37.0;0;0.011111111111111118
271;10288.jpg;0;0;0.0;0.0;0;0.0
272;1029.jpg;1;0;77.0;0.0;0;0.0
273;10290.jpg;0;0;0.0;0.0;0;0.0
274;10291.jpg;0;0;0.0;0.0;1;0.7
275;10292.jpg;0;1;0.0;32.0;1;0.05
276;10293.jpg;0;0;0.0;0.0;0;0.0
277;10294.jpg;0;0;0.0;0.0;0;0.25
278;10295.jpg;0;0;0.0;0.0;0;0.0
279;10296.jpg;0;0;0.0;0.0;0;675
280;10297.jpg;0;0;0.0;0.0;0;-0.061111111111111095
281;10298.jpg;0;1;0.0;39.0;0;0.20833333333333334
282;10299.jpg;1;0;51.0;0.0;0;0.0
283;103.jpg;0;0;0.0;0.0;1;0.0
284;1030.jpg;1;0;21.0;0.0;0;0.14285714285714285
285;10300.jpg;0;0;0.0;0.0;1;0.0
286;10301.jpg;0;0;0.0;0.0;0;0.0
287;10303.jpg;0;0;0.0;0.0;0;-0.03333333333333333
288;10304.jpg;0;1;0.0;25.0;0;0.0
289;10305.jpg;0;0;0.0;0.0;0;0.0
290;10306.jpg;0;1;0.0;23.0;0;0.0
291;10307.jpg;2;2;41.0;34.0;0;0.0
292;10308.jpg;0;1;0.0;35.0;0;-25
293;10309.jpg;1;0;83.0;0.0;0;0.0
294;1031.jpg;0;1;0.0;36.0;0;0.0
295;10310.jpg;0;0;0.0;0.0;0;0.0
296;10311.jpg;0;3;0.0;40.66666666666666;0;0.26666666666666666
297;10313.jpg;0;3;0.0;28.0;0;0.0
298;10314.jpg;0;1;0.0;48.0;0;0.0
299;10315.jpg;0;1;0.0;27.0;0;0.50625
300;10316.jpg;0;0;0.0;0.0;0;0.0
301;10317.jpg;0;0;0.0;0.0;0;0.440625
302;10318.jpg;0;2;0.0;26.5;0;0.0
303;1032.jpg;0;1;0.0;25.0;0;0.4
304;10320.jpg;1;0;40.0;0.0;0;0.0
305;10321.jpg;1;0;51.0;0.0;0;-0.041666666666666685
306;10322.jpg;1;0;35.0;0.0;0;0.0
307;10323.jpg;0;0;0.0;0.0;0;0.0
308;10324.jpg;0;1;0.0;32.0;0;0.0
309;10325.jpg;0;1;0.0;63.0;0;0.5
310;10326.jpg;1;0;38.0;0.0;0;0.0
311;10327.jpg;1;0;50.0;0.0;0;0.0
312;10328.jpg;0;0;0.0;0.0;0;-0.05
313;10329.jpg;0;0;0.0;0.0;0;0.6
314;1033.jpg;0;0;0.0;0.0;0;-0.25
315;10330.jpg;1;0;35.0;0.0;0;-0.6
316;10331.jpg;0;1;0.0;33.0;1;0.2
317;10332.jpg;0;2;0.0;24.5;0;-625
318;10333.jpg;0;1;0.0;26.0;0;0.2
319;10334.jpg;1;0;41.0;0.0;0;-0.4
320;10335.jpg;0;1;0.0;28.0;0;0.14444444444444443
321;10336.jpg;0;0;0.0;0.0;0;0.38
322;10337.jpg;0;0;0.0;0.0;0;-0.16666666666666666
323;10338.jpg;1;2;44.0;39.0;0;0.0
324;10339.jpg;0;0;0.0;0.0;0;-0.17793367346938777
325;10340.jpg;0;1;0.0;29.0;0;-0.04999999999999999
326;10341.jpg;0;0;0.0;0.0;0;0.8
327;10342.jpg;0;0;0.0;0.0;0;0.8
328;10343.jpg;0;0;0.0;0.0;0;0.0
329;10344.jpg;3;1;23.666666666666668;34.0;0;0.25357142857142856
330;10345.jpg;0;0;0.0;0.0;0;0.10000000000000003
331;10346.jpg;0;0;0.0;0.0;0;0.0
332;10348.jpg;1;0;52.0;0.0;0;0.06666666666666667
333;10349.jpg;0;0;0.0;0.0;0;0.35
334;1035.jpg;1;0;50.0;0.0;0;0.6
335;10350.jpg;1;0;44.0;0.0;1;205
336;10351.jpg;1;1;53.0;25.0;0;0.5
337;10352.jpg;0;1;0.0;43.0;0;-0.44999999999999996
338;10353.jpg;2;1;60.5;60.0;0;0.0
339;10354.jpg;0;0;0.0;0.0;0;0.0
340;10355.jpg;1;0;28.0;0.0;0;0.0
341;10356.jpg;0;0;0.0;0.0;1;0.0
342;10357.jpg;1;0;29.0;0.0;0;0.35000000000000003
343;10359.jpg;0;0;0.0;0.0;0;0.45833333333333337
344;1036.jpg;0;0;0.0;0.0;0;0.0
345;10361.jpg;0;0;0.0;0.0;0;0.0
346;10362.jpg;0;0;0.0;0.0;0;0.0
347;10363.jpg;0;0;0.0;0.0;0;-1.0
348;10364.jpg;1;4;22.0;42.0;0;-0.3
349;10365.jpg;1;0;82.0;0.0;0;-0.08125000000000002
350;10367.jpg;0;1;0.0;62.0;0;0.18333333333333335
351;10368.jpg;0;1;0.0;24.0;0;0.0
352;10369.jpg;0;0;0.0;0.0;1;0.0
353;1037.jpg;1;0;57.0;0.0;0;0.0
354;10370.jpg;0;0;0.0;0.0;0;0.7
355;10371.jpg;0;1;0.0;25.0;0;0.5
356;10372.jpg;0;0;0.0;0.0;0;0.0
357;10373.jpg;0;0;0.0;0.0;0;0.0
358;10374.jpg;1;0;53.0;0.0;0;-0.03194444444444445
359;10376.jpg;0;1;0.0;36.0;0;-0.25
360;10377.jpg;0;0;0.0;0.0;0;-0.1
361;10378.jpg;0;0;0.0;0.0;0;0.0
362;1038.jpg;0;2;0.0;20.0;0;0.0
363;10380.jpg;0;1;0.0;46.0;0;-0.05
364;10381.jpg;0;1;0.0;34.0;0;0.0
365;10382.jpg;0;2;0.0;29.0;0;0.0
366;10383.jpg;0;0;0.0;0.0;0;-0.05
367;10384.jpg;0;0;0.0;0.0;0;125
368;10385.jpg;0;0;0.0;0.0;1;1.0
369;10386.jpg;2;0;43.0;0.0;0;0.0
370;10387.jpg;0;0;0.0;0.0;0;0.5
371;10388.jpg;0;0;0.0;0.0;0;0.0
372;10389.jpg;5;0;30.4;0.0;0;0.0
373;1039.jpg;0;0;0.0;0.0;0;0.2
374;10392.jpg;2;0;41.5;0.0;0;-375
375;10393.jpg;1;0;62.0;0.0;0;0.0
376;10395.jpg;0;1;0.0;28.0;0;-0.5
377;10396.jpg;0;0;0.0;0.0;0;0.11805555555555552
378;10399.jpg;0;0;0.0;0.0;0;0.0
379;104.jpg;0;0;0.0;0.0;0;0.0
380;1040.jpg;0;1;0.0;25.0;0;0.55
381;10400.jpg;0;1;0.0;28.0;0;-0.5
382;10402.jpg;0;0;0.0;0.0;0;0.0
383;10403.jpg;0;1;0.0;34.0;0;0.2
384;10404.jpg;0;0;0.0;0.0;0;0.0
385;10405.jpg;0;0;0.0;0.0;0;-0.171875
386;10406.jpg;0;1;0.0;38.0;0;625
387;10407.jpg;1;0;53.0;0.0;0;0.0
388;10408.jpg;0;2;0.0;52.0;0;-0.8749999999999998
389;10409.jpg;3;0;30.666666666666668;0.0;0;0.0
390;1041.jpg;0;0;0.0;0.0;0;0.0
391;10410.jpg;0;0;0.0;0.0;0;1.0
392;10411.jpg;0;0;0.0;0.0;0;0.35000000000000003
393;10412.jpg;0;1;0.0;54.0;0;0.25
394;10413.jpg;1;0;45.0;0.0;0;0.0
395;10415.jpg;1;0;84.0;0.0;0;-125
396;10416.jpg;1;0;43.0;0.0;0;0.41666666666666663
397;10417.jpg;0;0;0.0;0.0;0;0.2619047619047619
398;10418.jpg;1;0;37.0;0.0;0;0.0
399;10419.jpg;0;0;0.0;0.0;0;0.0
400;1042.jpg;1;0;20.0;0.0;0;0.24999999999999997
401;10421.jpg;0;1;0.0;29.0;0;0.1
402;10423.jpg;0;1;0.0;27.0;1;0.0
403;10424.jpg;0;1;0.0;31.0;0;0.5
404;10425.jpg;0;0;0.0;0.0;0;0.0
405;10426.jpg;0;0;0.0;0.0;0;0.0
406;10427.jpg;0;0;0.0;0.0;0;0.7
407;10428.jpg;1;0;28.0;0.0;0;0.0
408;10429.jpg;0;1;0.0;28.0;1;0.25
409;10430.jpg;0;0;0.0;0.0;0;-0.4
410;10432.jpg;1;0;37.0;0.0;0;-0.30000000000000004
411;10433.jpg;2;0;52.0;0.0;0;0.0
412;10434.jpg;1;0;52.0;0.0;0;-0.5
413;10435.jpg;0;0;0.0;0.0;0;0.0
414;10436.jpg;0;1;0.0;24.0;0;-0.5
415;10437.jpg;0;0;0.0;0.0;0;0.5
416;10438.jpg;0;0;0.0;0.0;0;0.5
417;10439.jpg;1;0;59.0;0.0;0;0.0
418;1044.jpg;0;0;0.0;0.0;0;0.24285714285714285
419;10440.jpg;2;3;30.0;36.66666666666666;0;0.13636363636363635
420;10441.jpg;1;0;66.0;0.0;0;-0.4
421;10442.jpg;1;0;33.0;0.0;0;0.0
422;10443.jpg;0;0;0.0;0.0;0;0.03333333333333333
423;10444.jpg;1;0;28.0;0.0;0;125
424;10446.jpg;1;0;36.0;0.0;1;-0.5
425;10447.jpg;0;0;0.0;0.0;0;0.11785714285714284
426;10448.jpg;0;0;0.0;0.0;0;0.2
427;10449.jpg;0;0;0.0;0.0;0;0.19999999999999998
428;1045.jpg;2;0;35.5;0.0;0;0.2
429;10450.jpg;0;0;0.0;0.0;0;0.0
430;10451.jpg;2;0;42.0;0.0;1;0.05
431;10452.jpg;0;0;0.0;0.0;0;0.15
432;10453.jpg;1;2;45.0;41.0;0;-125
433;10454.jpg;1;0;36.0;0.0;0;0.0
434;10455.jpg;0;0;0.0;0.0;0;0.11111111111111112
435;10457.jpg;3;1;50.66666666666666;20.0;0;0.0
436;10458.jpg;2;0;45.0;0.0;0;0.0
437;10459.jpg;0;0;0.0;0.0;0;0.0
438;1046.jpg;0;0;0.0;0.0;0;0.0
439;10460.jpg;1;4;47.0;43.0;0;-0.0925
440;10461.jpg;0;1;0.0;33.0;0;0.0
441;10462.jpg;0;1;0.0;34.0;1;0.0
442;10463.jpg;2;0;38.0;0.0;0;0.0
443;10464.jpg;0;0;0.0;0.0;0;-0.15555555555555559
444;10465.jpg;1;1;24.0;28.0;0;-0.2318181818181818
445;10466.jpg;0;1;0.0;33.0;0;0.0
446;10468.jpg;1;1;30.0;22.0;0;0.0
447;10469.jpg;0;1;0.0;34.0;0;0.0
448;1047.jpg;0;1;0.0;51.0;0;0.0
449;10470.jpg;0;0;0.0;0.0;0;0.0
450;10471.jpg;0;0;0.0;0.0;0;0.0
451;10472.jpg;1;1;31.0;20.0;1;0.0
452;10473.jpg;0;0;0.0;0.0;0;0.5
453;10474.jpg;0;0;0.0;0.0;0;0.0
454;10475.jpg;1;0;44.0;0.0;0;0.3
455;10476.jpg;0;0;0.0;0.0;0;0.0
456;10477.jpg;2;0;47.0;0.0;0;0.0
457;10478.jpg;0;0;0.0;0.0;0;-875
458;10479.jpg;2;1;62.0;43.0;0;-0.1875
459;1048.jpg;0;0;0.0;0.0;0;0.1875
460;10481.jpg;0;1;0.0;51.0;0;0.0
461;10482.jpg;0;1;0.0;24.0;0;0.005194805194805189
462;10483.jpg;0;0;0.0;0.0;0;0.1890625
463;10485.jpg;0;1;0.0;34.0;0;0.4375
464;10486.jpg;0;1;0.0;31.0;0;-0.5
465;10487.jpg;1;0;29.0;0.0;0;0.35
466;10488.jpg;0;0;0.0;0.0;0;0.4000000000000001
467;10489.jpg;1;0;41.0;0.0;0;0.0
468;1049.jpg;1;0;25.0;0.0;0;0.13333333333333336
469;10490.jpg;0;0;0.0;0.0;0;0.45
470;10492.jpg;1;0;62.0;0.0;0;0.0
471;10493.jpg;0;1;0.0;32.0;1;-0.1875
472;10494.jpg;0;0;0.0;0.0;0;-0.26666666666666666
473;10496.jpg;0;1;0.0;38.0;0;0.0
474;10499.jpg;1;4;40.0;37.75;0;0.3125
475;105.jpg;0;0;0.0;0.0;0;-75
476;10500.jpg;1;2;44.0;34.5;0;0.0
477;10501.jpg;1;0;72.0;0.0;0;0.0
478;10502.jpg;2;0;27.5;0.0;0;0.0
479;10504.jpg;0;0;0.0;0.0;0;0.0
480;10505.jpg;0;2;0.0;39.5;0;0.7
481;10506.jpg;0;0;0.0;0.0;0;0.19444444444444445
482;10507.jpg;0;1;0.0;30.0;0;0.4
483;10508.jpg;1;1;26.0;31.0;0;0.0
484;10509.jpg;1;1;42.0;35.0;0;375
485;1051.jpg;0;0;0.0;0.0;0;0.016666666666666666
486;10510.jpg;2;1;62.0;62.0;0;0.0
487;10511.jpg;0;0;0.0;0.0;0;0.06785714285714285
488;10512.jpg;1;0;54.0;0.0;0;0.0
489;10513.jpg;0;0;0.0;0.0;0;0.1
